artist.familiarity,artist.hotttnesss,artist.id,artist.latitude,artist.location,artist.longitude,artist.name,artist.similar,artist.terms,artist.terms_freq,release.id,release.name,song.artist_mbtags,song.artist_mbtags_count,song.bars_confidence,song.bars_start,song.beats_confidence,song.beats_start,song.duration,song.end_of_fade_in,song.hotttnesss,song.id,song.key,song.key_confidence,song.loudness,song.mode,song.mode_confidence,song.start_of_fade_out,song.tatums_confidence,song.tatums_start,song.tempo,song.time_signature,song.time_signature_confidence,song.title,song.year,artist_clean,release_name_clean
0.596642396,0.33810401,AREW7CO1187B9A1B0D,34.05349,0,-118.24532,Onesidezero,0.0,post-grunge,0.981715592,571600,0,0.0,0.0,0.002,0.3736,0.716,0.3736,228.80608,2.473,0.206396916,SONFCKJ12AB0185138,11.0,0.568,-6.036,0,0.519,228.806,0.454,0.20154,86.844,4.0,1.0,0,2001,onesidezero,0
0.657826886,0.458730806,ARS4KT21187B9B9438,0.0,0,0.0,Fito Paez,0.0,rock 'n roll,0.916230687,759590,0,0.0,0.0,0.291,1.15972,0.905,0.20206,273.03138,0.165,0.496175336,SOXFCPM12AB01896CC,4.0,0.127,-6.116,0,0.156,265.41,0.905,0.20206,124.989,4.0,0.0,0,2010,fito paez,0
0.642280769,0.411195688,AR35YUO1187B9AD83E,55.8578,0,-4.24251,Wet Wet Wet,0.0,blue-eyed soul,1.0,1593,0,0.0,1.0,0.025,1.26799,0.856,0.64203,257.25342,0.288,-1.0,SOEGTGH12A6D4F7DF4,2.0,0.393,-4.925,1,0.557,247.728,0.64,0.32346,93.156,4.0,0.824,0,1992,wet wet wet,0
0.558007752,0.414780659,AREOREU1187B99AACD,-41.28054,0,174.76714,Rhian Sheehan,0.0,trip hop,0.906784868,529997,0,0.0,0.0,0.096,0.67473,0.885,0.07873,200.77669,0.061,-1.0,SOLTUPQ12AAF3B2B85,5.0,0.158,-12.88,0,0.297,192.244,0.74,0.07873,98.998,4.0,0.905,0,2001,rhian sheehan,0
0.623154284,0.429353515,ARBFDJW1187B9AD27A,30.2676,0,-97.74298,The Fabulous Thunderbirds,0.0,blues-rock,1.0,382118,0,0.0,0.0,0.12,1.54215,1.0,0.48475,221.23057,0.473,0.215080319,SOFCKRY12AAF3B2FAF,4.0,0.69,-14.977,0,0.534,212.91,0.444,0.48475,110.98,3.0,1.0,0,1989,the fabulous thunderbirds,0
0.639614201,0.464550281,ARTL6FB1187FB4EAA7,0.0,0,0.0,Kool Keith,0.0,dirty rap,0.89262147,347392,0,0.0,1.0,0.197,0.35707,0.477,0.03077,222.30159,0.0,0.323112121,SONYMCA12AB0184228,9.0,0.459,-4.224,0,0.451,222.302,0.695,0.03077,181.208,4.0,0.0,0,1996,kool keith,0
0.877213746,1.082502557,ARRH63Y1187FB47783,0.0,0,0.0,Kanye West / Adam Levine,0.0,hip hop,1.0,297735,0,0.0,2.0,0.049,1.45364,0.75,0.82073,204.5122,0.0,-1.0,SOCVLYM12A8C13A799,6.0,0.0,-11.38,1,0.0,196.499,1.0,0.50407,95.098,4.0,1.0,0,2005,kanye west / adam levine,0
0.469747624,0.379396806,ARRWQW61187FB5B301,30.2676,0,-97.74298,Lou Ann Barton,0.0,texas blues,0.974074361,286965,0,0.0,0.0,0.379,1.49208,0.648,0.1244,241.26649,0.078,0.454042766,SOSVKSI12A8C133503,3.0,0.367,-10.733,1,0.406,235.572,0.973,0.1244,87.485,3.0,0.286,0,1986,lou ann barton,0
0.597794859,0.418895804,ARGQANQ11F50C4769E,37.87869,0,-121.94345,Y&T,0.0,heavy metal,1.0,74608,0,0.0,0.0,0.188,0.91806,0.0,0.21226,275.9571,0.0,0.334706549,SOYOFSW12A6D4FA9F1,6.0,0.44,-8.112,0,0.502,275.957,0.354,0.21226,170.773,4.0,0.332,0,1982,y&t,0
0.545348354,0.34900059,AR6BUYW1187B98E221,34.19451,0,-90.5651,Earl Hooker,0.0,chicago blues,0.993586772,223624,0,0.0,1.0,0.035,1.74301,0.54,1.14166,298.91873,0.618,0.334706549,SOQLUSG12A8C140BA3,2.0,0.59,-14.476,1,0.79,290.174,0.114,0.84098,94.1,3.0,0.895,0,1968,earl hooker,0
0.448892805,0.373862971,ARKJKVO1187FB49D0A,0.0,0,0.0,"MichA""le Bernard",0.0,chanson,1.0,777840,0,0.0,0.0,0.957,1.32097,0.385,0.63151,232.38485,0.224,-1.0,SOBVPZG12AC46862C6,2.0,0.061,-12.838,0,0.204,219.225,0.624,0.28074,83.116,4.0,0.805,0,2002,"micha""le bernard",0
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,0.0,0,0.0,Usher,0.0,hip hop,1.0,418240,0,0.0,1.0,0.07,0.41314,0.891,0.41314,283.89832,0.142,0.419125893,SOKUBQW12AF72AC4E2,1.0,0.066,-7.275,0,0.177,265.184,0.089,0.08596,90.199,4.0,1.0,0,1994,usher,0
0.770040695,0.543681107,AR4WHYC1187B9896E7,0.0,0,0.0,A Tribe Called Quest,0.0,jazz rap,0.921020858,280531,0,0.0,1.0,0.197,1.54329,0.834,0.36402,251.14077,0.0,0.704098839,SOIBEXL12A8AE46975,2.0,0.161,-10.086,1,0.384,248.581,0.673,0.36402,102.829,4.0,1.0,0,1991,a tribe called quest,0
0.631741802,0.464525451,ARO3XZQ1187FB39351,0.0,0,0.0,Cobra Killer,0.0,folk rock,0.968255664,505423,0,0.0,0.0,0.208,2.11988,0.821,0.71294,112.19546,0.949,0.340922756,SOVBLDE12AB017F8AF,3.0,0.461,-10.672,0,0.416,109.128,0.0,0.24396,86.96,3.0,0.3,0,1998,cobra killer,0
0.245370723,0.0,ARFEU2G1187FB54B2F,0.0,0,0.0,Tel Basta,0.0,world beat,0.854181791,450834,0,0.0,0.0,0.51,0.83842,0.669,0.34196,220.36853,0.0,-1.0,SOLZCDF12AB017DF6B,9.0,0.421,-12.383,0,0.457,209.31,0.175,0.34196,120.349,3.0,0.598,0,1996,tel basta,0
0.744641246,0.579988982,ARNLO5S1187B9B80CC,0.0,0,0.0,Van Halen,0.0,heavy metal,0.999932033,7049,0,0.0,1.0,0.022,0.5382,0.544,0.2152,248.00608,0.0,0.589015659,SOAXAPU12A67020EF9,1.0,1.0,-6.635,1,0.858,238.887,1.0,0.0529,184.012,4.0,0.0,0,1981,van halen,0
0.684894723,0.511526435,ARHPPJK1187B9AC897,0.0,0,0.0,Teenage Fanclub,0.0,power pop,0.99990588,278726,0,0.0,1.0,0.003,0.73393,1.0,0.25775,204.77342,0.206,0.672072976,SOZMVGJ12A8AE4565D,8.0,0.854,-5.013,1,0.726,195.622,0.905,0.02441,127.811,4.0,0.0,0,2000,teenage fanclub,0
0.633932726,0.4165294,ARB4ZRM1187B993147,0.0,0,0.0,Dark Fortress,0.0,sympho black metal,0.944116121,734782,0,0.0,2.0,0.401,0.85729,0.191,0.33664,459.33669,17.09,0.709909938,SOCFKOX12A67ADAE95,1.0,0.017,-7.57,1,0.204,459.337,0.284,0.07502,115.37,4.0,0.0,0,2006,dark fortress,0
0.450743178,0.33121499,AR1DGSO1187FB59B15,0.0,0,0.0,Eddie Turner,0.0,blues-rock,1.0,227650,0,0.0,0.0,0.015,2.23185,0.85,1.57441,306.78159,3.1,0.531722098,SOYMQXY12A6D4FC5BD,2.0,0.591,-6.398,0,0.51,287.852,0.327,1.41067,91.084,4.0,0.686,0,2005,eddie turner,0
0.561589946,0.420570307,AR2PT4M1187FB55B1A,0.0,0,0.0,Los Chichos,0.0,flamenco,1.0,221684,0,0.0,0.0,0.154,0.03835,0.0,0.03835,242.80771,0.0,-1.0,SOLPJPM12A8C141BDE,5.0,0.129,-8.707,0,0.312,234.185,0.614,0.03835,152.857,4.0,0.929,0,1979,los chichos,0
0.528736353,0.321366997,AR2BBHS1187FB4AE06,0.0,0,0.0,Jeff Beck Group,0.0,blues-rock,0.968240739,280787,0,0.0,0.0,0.238,2.73246,0.0,0.26261,340.34893,2.305,0.347592851,SOCONYN12A8AE48117,2.0,0.815,-13.637,1,0.57,330.002,0.235,0.05823,98.087,5.0,0.545,0,1972,jeff beck group,0
0.606975737,0.386289651,ARIRD6J1187FB5A98C,18.01571,0,-76.79731,Sugar Minott,0.0,roots reggae,0.940150437,203410,0,0.0,0.0,0.012,0.79571,1.0,0.40508,226.40281,0.119,0.372530039,SOENTVS12A8C136556,11.0,0.314,-5.627,1,0.465,213.188,0.764,0.20976,154.585,4.0,1.0,0,2008,sugar minott,0
0.627361447,0.406642649,AR6UVLC1187B9B4D4C,42.33168,0,-83.04792,Suzi Quatro,0.0,glam rock,0.942375899,23967,0,0.0,1.0,0.703,0.03968,0.703,0.03968,217.46893,0.345,0.637783286,SOEGATN12A6D4F73B9,4.0,0.924,-11.314,1,0.752,208.8,0.534,0.03968,168.165,1.0,0.0,0,1979,suzi quatro,0
0.559317502,0.437001919,ARDK87R1187B98D51C,0.0,0,0.0,Flamin' Groovies,0.0,power pop,1.0,302022,0,0.0,1.0,0.141,0.58675,0.758,0.07295,199.96689,0.293,0.661651391,SOHANQX12A8C13C2C4,4.0,0.581,-5.24,1,0.401,195.274,0.775,0.07295,235.405,4.0,1.0,0,1971,flamin' groovies,0
0.416141023,0.331090126,ARSDSMG1187B98CB59,40.71455,0,-74.00712,Eddie Cantor,0.0,easy listening,1.0,563109,0,0.0,0.0,0.107,1.23046,0.904,0.24578,145.31873,0.24,0.212045406,SOVAIXW12AB0184398,5.0,0.57,-24.705,1,0.502,139.424,0.729,0.24578,122.887,3.0,0.924,0,2000,eddie cantor,0
0.632856419,0.428980521,ARQ0BZY1187B99F093,0.0,0,0.0,Everyday Sunday,0.0,post-grunge,0.946119922,92631,0,0.0,0.0,0.084,0.08206,1.0,0.08206,168.95955,0.074,0.601402939,SOQSSFX12A8C13424A,1.0,0.683,-4.017,1,0.651,163.614,0.72,0.08206,151.844,4.0,0.0,0,2007,everyday sunday,0
0.556083173,0.421448618,ARKJHKX1187FB5AEE5,0.0,0,0.0,Buckwheat Zydeco,0.0,zydeco,1.0,481828,0,0.0,0.0,0.015,0.90496,1.0,0.41687,246.49098,0.307,0.496175336,SOVCZBS12A8C1354F1,6.0,0.125,-7.822,1,0.374,244.204,0.287,0.41687,124.577,4.0,0.863,0,1987,buckwheat zydeco,0
0.506126774,0.350787891,AR5GLIU1187FB4638A,0.0,0,0.0,Memphis Jug Band,0.0,country blues,0.989090743,597112,0,0.0,0.0,0.852,0.48701,0.852,0.48701,161.54077,0.142,-1.0,SOKJNHN12AC46888ED,10.0,0.977,-15.963,1,0.858,156.253,0.474,0.18252,97.754,1.0,0.0,0,2001,memphis jug band,0
0.528308349,0.512197243,AR0JPOG1187FB37383,0.0,0,0.0,Lyrics Born,0.0,hip hop,1.0,240644,0,0.0,0.0,0.21,0.98933,0.0,0.28885,256.13016,0.0,0.425124658,SOLXQSB12A8C133A2D,11.0,0.817,-4.316,0,0.775,253.411,1.0,0.11178,174.293,3.0,1.0,0,2005,lyrics born,0
0.866519754,0.766545451,ARXPPEY1187FB51DF4,0.0,0,0.0,Michael Jackson,0.0,motown,0.999971562,76202,0,0.0,4.0,0.014,1.60233,1.0,0.51445,192.57424,0.45,-1.0,SOHMIIR12A6D223C84,1.0,0.544,-7.98,1,0.564,183.089,0.949,0.24558,110.28,4.0,0.087,0,1975,michael jackson,0
0.899279599,0.579441938,AR1RMYB1187FB5A59E,37.27188,0,-119.27023,Incubus,0.0,funk metal,0.999949418,292235,0,0.0,1.0,0.272,1.26229,0.129,0.27745,353.77587,0.0,0.70969929,SOPAUNQ12A8C138555,9.0,0.684,-8.744,1,0.611,349.797,0.216,0.27745,107.922,4.0,0.492,0,2001,incubus,0
0.623823768,0.441106359,ARALUUG1187FB58696,30.43883,0,-90.44116,Irma Thomas,0.0,delta blues,0.973191971,43438,0,0.0,1.0,0.18,0.58226,0.324,0.25748,146.88608,0.363,0.405115722,SOIVAVN12A6D4F92D7,5.0,0.347,-10.22,0,0.62,134.728,0.324,0.25748,183.882,3.0,0.844,0,2004,irma thomas,0
0.732571745,0.457981674,ARNNQ9E1187FB3C82F,0.0,0,0.0,Sizzla,0.0,dancehall,0.97102593,463655,0,0.0,1.0,0.059,0.03906,0.512,0.03906,197.48526,0.0,0.0,SOEHUEK12AB018471E,5.0,0.022,-6.382,0,0.326,193.37,0.836,0.03906,131.868,5.0,0.921,0,2003,sizzla,0
0.616566081,0.448233203,AR3O0021187B999BC8,42.02534,0,-93.6202,Radio Moscow,0.0,blues-rock,1.0,515100,0,0.0,0.0,0.018,0.76956,0.755,0.03573,255.89506,0.0,0.721199658,SOVMXWO12AB0181DC9,0.0,0.612,-6.83,1,0.62,251.96,0.367,0.03573,163.087,4.0,0.316,0,2009,radio moscow,0
0.573612399,0.372251208,AR11NP91187B9901B4,0.0,0,0.0,The Roches,0.0,singer-songwriter,1.0,760855,0,0.0,2.0,0.008,0.19578,0.434,0.19578,243.51302,0.148,0.0,SODYLCG12AB018484B,2.0,0.705,-19.514,1,0.639,232.908,0.757,0.19578,131.84,4.0,0.179,0,1979,the roches,0
0.524834599,0.380004667,ARSYHZ21187B99F5F5,0.0,0,0.0,Tina Ann,0.0,progressive house,1.0,90302,0,0.0,0.0,0.123,0.29755,0.747,0.29755,395.62404,0.06,0.0,SOQJZSD12A58A7B143,9.0,0.432,-3.139,0,0.33,388.859,0.206,0.08126,135.037,4.0,0.0,0,2003,tina ann,0
0.565050138,0.407602576,ARIKFQP1187B99A246,0.0,0,0.0,Stille Volk,0.0,neofolk,0.966801331,331557,0,0.0,0.0,0.311,2.86335,0.585,2.07144,276.37506,6.861,0.450762242,SOUMWKR12AB0181548,5.0,0.0,-12.685,1,0.0,269.009,0.072,2.07144,149.971,4.0,0.392,0,2003,stille volk,0
0.467413844,0.372737613,AR0WAW61187B98B7D7,40.71455,0,-74.00712,Doug MacLeod,0.0,blues,1.0,463877,0,0.0,0.0,0.054,0.12963,0.591,0.12963,337.42322,0.211,0.248166624,SOPFEVW12AB01821DC,2.0,1.0,-10.516,1,0.985,323.82,0.275,0.12963,85.56,3.0,1.0,0,2004,doug macleod,0
0.78303711,0.544257506,ART3O5Z1187B9AB043,32.77815,0,-96.7954,Stevie Ray Vaughan And Double Trouble,0.0,texas blues,0.999791772,395797,0,0.0,1.0,0.117,0.85232,0.856,0.38302,166.73914,0.061,-1.0,SOMUYLX12CF58288C9,8.0,0.649,-14.373,1,0.583,162.865,0.853,0.14895,122.546,4.0,0.454,0,1988,stevie ray vaughan and double trouble,0
0.64444361,0.443547553,AR3KGPQ1187FB53C84,34.05349,0,-118.24532,L7,0.0,grunge,1.0,608959,0,0.0,1.0,0.435,1.18468,0.719,0.47597,163.13424,0.212,0.60146314,SOJTAUQ12AC4689DD9,2.0,0.177,-9.429,0,0.331,151.011,0.311,0.2953,85.82,3.0,0.238,0,1992,l7,0
0.483762732,0.332177445,ARY6EBA1187B9AD525,41.36149,0,-74.27362,Bill Perry,0.0,blues-rock,0.991143804,226915,0,0.0,0.0,0.053,0.85496,0.384,0.34243,217.88689,0.0,0.0,SOBTTZR12A6D4FB6D0,9.0,0.138,-6.623,0,0.276,208.939,0.42,0.34243,107.083,4.0,0.995,0,2004,bill perry,0
0.560201912,0.375223967,ARN8YG41187B99A480,0.0,0,0.0,Moments In Grace,0.0,emo,1.0,5402,0,0.0,0.0,0.005,0.46991,0.11,0.46991,195.91791,4.174,0.405115722,SORVEEG12A670200D2,10.0,0.318,-6.214,1,0.389,189.933,0.196,0.46991,145.147,4.0,0.48,0,2004,moments in grace,0
0.496794628,0.365260893,ARGUACZ1187FB3F35C,41.68676,0,-85.97567,Connie Smith,0.0,country gospel,1.0,295597,0,0.0,0.0,0.029,0.90809,0.959,0.43395,125.67465,0.334,0.427446572,SOVRIRM12A8C13B476,4.0,0.036,-9.089,0,0.366,121.574,0.894,0.19569,124.916,4.0,0.0,0,2001,connie smith,0
0.46626221,0.369609835,AR0B6VD1187B99C293,34.47326,0,-119.05505,Uphill Battle,0.0,grindcore,1.0,223470,0,0.0,0.0,0.082,2.07459,0.812,0.44121,166.37342,0.0,0.260338243,SOPYPCN12A58A7A856,7.0,0.235,-1.545,1,0.509,161.28,0.564,0.16459,108.252,7.0,0.57,0,2004,uphill battle,0
0.681581305,0.479407676,ARODBRG1187FB3FD99,-36.35484,0,146.32611,Nick Cave & The Bad Seeds,0.0,rock,1.0,738,0,0.0,2.0,0.028,0.90434,0.921,0.50237,315.08853,0.444,0.47643522,SOCVMHO12A6D4F9C77,7.0,0.768,-9.29,1,0.631,294.963,0.208,0.50237,153.768,4.0,0.559,0,1996,nick cave & the bad seeds,0
0.529379509,0.343010914,ARXFAOQ1187B9A3616,18.11526,0,-77.27348,Dave And Ansel Collins,0.0,rock steady,1.0,804421,0,0.0,1.0,0.001,0.4153,0.713,0.4153,151.84934,0.299,0.262308997,SOLRPYX12AB0184061,2.0,0.395,-14.3,1,0.772,139.244,0.824,0.14307,117.157,4.0,0.0,0,1971,dave and ansel collins,0
0.905776889,0.598458501,ARK9TRQ1187B99C095,41.50471,0,-81.69074,Nine Inch Nails,0.0,industrial metal,0.999945289,71603,0,0.0,7.0,0.142,0.39428,0.551,0.39428,256.83546,3.181,-1.0,SOKYOFO12AF72A2F06,9.0,0.203,-6.787,0,0.516,254.258,1.0,0.16347,86.624,3.0,1.0,0,2007,nine inch nails,0
0.712662163,0.430697046,ARCF06I1187B995398,0.0,0,0.0,K-OS,0.0,trip hop,0.914245313,60049,0,0.0,2.0,0.055,1.2021,0.649,0.43565,161.51465,0.0,0.543788273,SOMURVQ12A67AD741A,10.0,0.459,-5.095,0,0.463,152.764,0.16,0.17847,78.971,4.0,0.954,0,2006,k-os,0
0.561272323,0.377852557,AR5IHI31187B998618,0.0,0,0.0,Pascal Obispo,0.0,europop,0.986950277,289903,0,0.0,2.0,0.025,0.78872,0.604,0.35991,231.00036,0.769,0.0,SODZLWS12A8C136414,5.0,0.488,-13.691,0,0.634,209.717,0.0,0.1455,139.98,4.0,0.29,0,1994,pascal obispo,0
0.439907658,0.311559176,ARQVLQJ1187B98F11F,0.0,0,0.0,Mau Mau,0.0,progressive house,0.984512778,160073,0,0.0,0.0,0.013,0.50981,0.372,0.13856,255.55546,0.44,-1.0,SOAHDEK12A8C13A82E,1.0,0.089,-7.921,1,0.603,245.365,0.396,0.13856,162.134,4.0,0.0,0,1992,mau mau,0
0.797420741,0.536400011,ARUKN9H1187B9B71C8,0.0,0,0.0,The Black Crowes,0.0,blues-rock,0.900934361,479326,0,0.0,1.0,0.269,0.58686,0.587,0.05241,348.89098,0.0,-1.0,SOYPZQB12A58A776C1,0.0,0.646,-7.349,1,0.577,344.712,0.886,0.05241,97.672,4.0,0.363,0,1992,the black crowes,0
0.53365014,0.343508878,AR8WHEJ1187B98CDCA,34.7519,0,-92.13055,Dee Clark,0.0,doo-wop,0.877618228,653224,0,0.0,0.0,0.002,1.06386,0.726,0.4602,133.3024,0.0,-1.0,SORXBDA12AB018553E,7.0,0.359,-12.632,1,0.443,119.089,0.686,0.1542,111.422,4.0,0.773,0,2000,dee clark,0
0.595645309,0.426009301,AR6EVQA1187B9AA1DF,0.0,0,0.0,Cocoa Tea,0.0,dancehall,0.962247474,273611,0,0.0,0.0,0.287,0.42331,0.664,0.42331,241.29261,0.194,0.0,SOBULBX12A81C22BF0,0.0,0.808,-11.368,1,0.512,223.498,0.142,0.1537,99.894,3.0,0.906,0,1992,cocoa tea,0
0.829851317,0.581505803,ARAN38V1187FB4C4EE,0.0,0,0.0,The Almost,0.0,post-hardcore,0.999781348,327022,0,0.0,0.0,0.045,1.06234,1.0,0.3316,187.11465,0.288,0.569505199,SOXVXGO12AB0180137,7.0,0.433,-7.387,1,0.351,187.115,0.97,0.14681,163.975,4.0,1.0,0,2008,the almost,0
0.851417629,0.592614927,AR3JMC51187B9AE49D,28.53823,0,-81.37739,Backstreet Boys,0.0,teen pop,1.0,281698,0,0.0,2.0,0.218,2.44287,0.64,1.86633,236.2771,2.014,-1.0,SOUKPYI12A8C1349EB,10.0,0.495,-2.801,0,0.5,229.883,0.784,1.57225,103.997,4.0,0.611,0,2000,backstreet boys,0
0.58547954,0.364384925,ARW63KF1187B98AC48,46.71067,0,1.71819,Julien Clerc,0.0,chanson,1.0,29212,0,0.0,1.0,0.0,0.93026,0.06,0.44767,264.93342,2.479,-1.0,SOBTTKT12A6D4F8314,6.0,0.731,-8.648,1,0.774,252.053,0.147,0.20637,128.549,4.0,0.445,0,2000,julien clerc,0
0.581884359,0.347006921,ARWSMC91187B9AD369,51.48126,0,-3.18067,Helen Love,0.0,power pop,0.926846872,784479,0,0.0,1.0,0.282,0.1643,0.0,0.1643,156.21179,0.568,0.212045406,SONTCDQ12AC9072D1A,8.0,0.441,-6.674,1,0.587,156.212,0.333,0.1643,195.026,5.0,0.735,0,2007,helen love,0
0.909324834,0.677087547,ARRBF3M1187FB4D59F,0.0,0,0.0,30 Seconds To Mars,0.0,rock,1.0,35166,0,0.0,1.0,0.011,0.24834,0.906,0.24834,245.02812,0.224,0.793613668,SOWTBTR12A6D4F7881,8.0,0.616,-4.675,1,0.52,224.81,0.49,0.09213,190.102,4.0,0.04,0,2002,30 seconds to mars,0
0.612200429,0.319905354,AR6RXJD1187B9B8B23,39.74001,0,-104.99226,Grace Gale,0.0,alternative metal,0.956503406,500158,0,0.0,0.0,0.049,1.18124,0.133,0.41513,247.71873,0.0,0.265861049,SOVJMFO12AB017E9A7,0.0,0.268,-6.533,0,0.374,247.719,0.595,0.23038,155.173,4.0,0.0,0,2008,grace gale,0
0.576404205,0.450546674,ARPNDSH1187B9B942F,0.0,0,0.0,Sui Generis,0.0,cumbia,0.901803307,509704,0,0.0,0.0,0.985,1.01762,0.0,0.45905,335.33342,2.409,-1.0,SOQWOLC12AB018393D,7.0,0.685,-16.111,0,0.628,330.948,0.17,0.18603,107.592,4.0,0.735,0,1973,sui generis,0
0.871010615,0.804830428,ARTH9041187FB43E1F,0.0,0,0.0,Eminem,0.0,hip hop,1.0,533837,0,0.0,2.0,0.009,1.64955,0.507,0.73493,397.60934,0.473,-1.0,SOZYRBU12AB0181196,5.0,1.0,-7.038,0,0.89,373.696,0.61,0.50542,131.955,4.0,0.722,0,2009,eminem,0
0.509021261,0.406517869,ARWONOR1187FB3817C,43.7698,0,-79.4138,Geddy Lee,0.0,instrumental rock,0.833089256,9039,0,0.0,1.0,0.336,1.22787,1.0,0.224,271.46404,0.148,0.661445223,SOQRTCV12A67020430,0.0,0.31,-5.956,1,0.475,260.702,0.569,0.224,119.953,3.0,1.0,0,2000,geddy lee,0
0.508461668,0.357049054,ART8BW81187B9AC33F,0.0,0,0.0,Planetakis,0.0,electropop,1.0,469438,0,0.0,0.0,0.138,2.58307,0.742,2.13136,234.73587,8.696,-1.0,SOYLVTU12AB0181B08,0.0,0.33,-2.019,1,0.49,228.618,0.06,1.90496,137.936,4.0,0.333,0,2007,planetakis,0
0.567313224,0.580013183,ARAIABB1187B9AC6E2,0.0,0,0.0,Seal,0.0,dance pop,1.0,387111,0,0.0,2.0,0.032,0.44304,0.532,0.04534,354.76853,0.351,0.507531546,SOQMMLD12AB017F3CC,5.0,0.486,-11.918,0,0.511,340.126,0.293,0.04534,153.731,4.0,0.523,0,1998,seal,0
0.731590593,0.498563611,AR198711187B9AD09F,0.0,0,0.0,Simply Red,0.0,pop rock,0.999085472,328398,0,0.0,1.0,0.272,1.70321,1.0,0.26756,258.08934,0.218,0.561428518,SOFLHAS12A8C13851C,0.0,0.012,-9.38,0,0.44,252.604,1.0,0.26756,83.73,4.0,0.766,0,1987,simply red,0
0.70366489,0.448223589,AR7DFJP1187B992F13,0.0,0,0.0,Juana Molina,0.0,folktronica,0.913431511,496370,0,0.0,1.0,0.877,0.81724,0.877,0.81724,213.26322,0.955,0.62658598,SOUFQJU12A58A80EAC,2.0,0.415,-19.775,1,0.606,202.681,0.353,0.08822,46.867,1.0,0.0,0,2004,juana molina,0
0.596482482,0.393956637,AROW4VK1187B999DED,0.0,0,0.0,Byzantine,0.0,groove metal,0.999509082,701679,0,0.0,0.0,0.062,1.48422,0.438,0.87825,300.01587,5.445,0.518759898,SOGLNWB12A8C142D82,0.0,0.586,-5.663,1,0.461,288.496,0.07,0.87825,198.016,4.0,0.239,0,2008,byzantine,0
0.50710874,0.353532628,ARZ3JUB1187B99A5AC,0.0,0,0.0,Halfway to Gone,0.0,southern rock,0.995165101,230458,0,0.0,0.0,0.123,0.92791,0.958,0.42618,255.42485,0.618,0.541966019,SOJFLBP12A81C22DB2,6.0,0.011,-5.544,0,0.327,241.969,0.466,0.17839,122.624,4.0,1.0,0,2004,halfway to gone,0
0.604820432,0.383877494,AR7BMMV1187FB5B2D7,39.15093,0,-123.2079,Robben Ford,0.0,blues-rock,0.983628765,545281,0,0.0,1.0,0.075,1.21905,0.772,0.28298,367.98649,0.0,0.375984302,SODVGUA12AB017D708,2.0,0.0,-6.626,1,0.147,361.076,0.635,0.12705,126.42,4.0,0.267,0,2009,robben ford,0
0.519000072,0.35303574,ARE2QID1187B98FA19,35.74595,0,-89.53176,Sleepy John Estes,0.0,country blues,0.967611517,219520,0,0.0,0.0,0.007,1.30913,0.317,0.84954,197.0673,0.0,-1.0,SOBYNHP12A8C13C6AB,2.0,0.008,-15.163,1,0.358,188.041,0.209,0.62204,130.889,4.0,0.205,0,1993,sleepy john estes,0
0.596184927,0.427479242,AREBWEH1187B99EA9A,0.0,0,0.0,Beherit,0.0,illbient,0.921677475,480803,0,0.0,1.0,0.288,1.08802,0.5,0.66109,185.05098,0.363,0.549342332,SOYEWDH12AAF3B45CE,8.0,0.269,-13.213,1,0.269,181.714,0.525,0.44762,141.621,4.0,0.905,0,1993,beherit,0
0.563236431,0.445438103,ARC0NOU1187B9AA91D,0.0,0,0.0,Nick Colionne,0.0,smooth jazz,1.0,29379,0,0.0,0.0,0.07,0.36387,1.0,0.36387,215.14404,0.0,0.621195684,SOBOOXP12A6D4F7F9F,8.0,0.594,-7.114,0,0.342,202.257,1.0,0.0713,102.04,4.0,1.0,0,2006,nick colionne,0
0.71881021,0.463900095,AR5O6W51187FB46984,51.16418,0,10.45415,SNAP!,0.0,pop rap,0.923736367,66964,0,0.0,2.0,0.56,0.71422,0.878,0.25152,404.37506,0.694,-1.0,SOFWOXM12A67ADEA89,11.0,0.689,-9.317,0,0.584,399.575,1.0,0.25152,130.286,4.0,0.0,0,2005,snap!,0
0.594832624,0.378649979,AR9YV621187B99373E,0.0,0,0.0,Marco Beltrami,0.0,soundtrack,1.0,433281,0,0.0,1.0,0.226,0.9008,0.666,0.9008,209.08363,2.299,0.334706549,SOIKWWB12AAF3B45D0,8.0,0.052,-28.231,1,0.385,198.444,0.065,0.9008,121.28,4.0,0.0,0,2009,marco beltrami,0
0.705876402,0.62220896,ARNZ70R1187B9A4824,0.0,0,0.0,Joe Satriani,0.0,instrumental rock,1.0,310479,0,0.0,1.0,0.241,0.49994,1.0,0.19663,300.82567,0.0,0.593795114,SODBFUB12A8C140704,0.0,0.683,-5.943,1,0.693,300.826,0.354,0.19663,197.443,4.0,1.0,0,2006,joe satriani,0
0.44276965,0.294986617,ARI648V1187B9B5379,0.0,0,0.0,Michael Stanley Band,0.0,heartland rock,0.833322838,540308,0,0.0,0.0,0.223,0.16454,0.223,0.16454,220.05506,13.827,0.250638101,SOVSWSL12A58A7856D,2.0,0.58,-12.253,1,0.574,214.256,0.094,0.16454,140.654,1.0,0.0,0,1975,michael stanley band,0
