track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,track_name_clean,artist_clean,peak_pos,wks_on_chart,is_hit
7F4cx6fpNHM33GCxjwLgJf,Paul Johnson,Follow This Beat,Follow This Beat - Mousse T Remix,11,391424,False,0.759,0.664,10,-10.625,0,0.0808,0.00233,0.196,0.114,0.532,125.612,4,chicago-house,follow this beat - mousse t remix,paul johnson,,,0
1wUy37Imd8D9udmBdQNeXj,"J.M. Silk;Steve ""Silk"" Hurley;Keith Nunnally","Peace, Love, Unity, Respect (P.L.U.R.) vol.1",Music Is The Key - Steve Silk Hurley House Key,12,531293,False,0.769,0.904,1,-4.893,1,0.0452,0.0567,0.0343,0.0509,0.914,122.001,4,chicago-house,music is the key - steve silk hurley house key,"j.m. silk;steve ""silk"" hurley;keith nunnally",,,0
7wEH0VPwRk4y0GWa6cxCDY,J.M. Silk,Hold on to Your Dream (Bonus Track Version),Jack Your Body - Club Your Body,12,411946,False,0.805,0.765,10,-8.301,0,0.0674,0.0107,0.327,0.23,0.909,121.904,4,chicago-house,jack your body - club your body,j.m. silk,,,0
4jKxOWsrxlO6cxtTjkweQn,Ron Trent;Harry Dennis,"Word, Sound & Power",Black Magic Woman,12,480414,False,0.744,0.771,2,-8.384,1,0.0607,0.00375,0.319,0.107,0.544,123.023,4,chicago-house,black magic woman,ron trent;harry dennis,,,0
5K0I8AC2uKKGFqv1NLVa5j,Glenn Underground,Atmosfear,Entercourse Of The New Age,12,379733,False,0.694,0.605,7,-9.876,1,0.0869,0.000211,0.739,0.108,0.313,127.68,4,chicago-house,entercourse of the new age,glenn underground,,,0
2OyqWTtfAvxA8Swh98lU7Q,Fast Eddie;FUNKY J.,House Blend 3,Big Ol' Booty,12,71133,False,0.875,0.796,4,-10.807,0,0.207,0.00188,0.00222,0.081,0.958,135.026,4,chicago-house,big ol' booty,fast eddie;funky j.,,,0
7ztesPnVwqssLMsXlmbvwG,Ron Trent;Anthony Nicholson,"Word, Sound & Power",Soul Samba Express,12,661952,False,0.712,0.976,1,-7.57,1,0.0964,0.00504,0.957,0.225,0.101,121.988,4,chicago-house,soul samba express,ron trent;anthony nicholson,,,0
6rbGTsxfp27TvIVvPvN9tz,Robert Owens,"Heroes Of House, Vol. 3",I'll Be Your Friend - Josh Butler Origins Dub,12,374092,False,0.809,0.533,10,-8.416,0,0.0699,0.000406,0.408,0.0547,0.48,124.85,4,chicago-house,i'll be your friend - josh butler origins dub,robert owens,,,0
3NAJcusJmjUchk4PMm2lvN,Ron Trent;Alex Malheiros,What Do the Stars Say to You (François Kevorkian Continuous Mix),Melt into you - Mixed,11,359999,False,0.663,0.702,7,-9.069,1,0.0268,0.0718,0.899,0.256,0.447,99.976,4,chicago-house,melt into you - mixed,ron trent;alex malheiros,,,0
3SWwVRvG5SBAtm9fVsT9zB,Frankie Knuckles,Beyond The Mix,Sold On Love,11,249093,False,0.616,0.58,10,-14.389,0,0.0464,0.0483,2.6e-05,0.0611,0.625,85.8,4,chicago-house,sold on love,frankie knuckles,,,0
0Eh7yoKAfJWZ3NWOXK6XLs,Ralphi Rosario;Donna Blakely,Take Me up (Gotta Get up),Take Me up (Gotta Get up) - Lego's Mix,11,384466,False,0.905,0.482,0,-12.907,1,0.0556,0.00843,0.156,0.042,0.58,123.002,4,chicago-house,take me up (gotta get up) - lego's mix,ralphi rosario;donna blakely,,,0
5qQs08sMUw7YufeWqVUSE6,Joe Smooth;George Clinton,Our House!,Our House! - Joe Smooth Funky House Mix,11,351487,False,0.766,0.676,8,-8.162,1,0.0974,0.000226,0.0369,0.0829,0.589,122.012,4,chicago-house,our house! - joe smooth funky house mix,joe smooth;george clinton,,,0
6t3gfEIcCItsECklf9vprO,Mike Dunn;MD X-Spress;Oliver Dollar,My House From All Angles (Remixes),DJ Beat That Shhh (feat. MD X-Spress) - Oliver Dollar's Boompty Mix,11,192776,False,0.833,0.938,5,-7.2,0,0.0998,0.00053,0.708,0.223,0.879,126.987,4,chicago-house,dj beat that shhh (feat. md x-spress) - oliver dollar's boompty mix,mike dunn;md x-spress;oliver dollar,,,0
4TrdLP6lrldLKcNw3H9qPl,Ralphi Rosario,Henry Street Music 100,Brinca - The Definitive Vocal Mix,11,371612,False,0.813,0.862,10,-7.747,0,0.072,0.00829,0.0101,0.0926,0.521,123.901,4,chicago-house,brinca - the definitive vocal mix,ralphi rosario,,,0
0GoSl4owx3sK0WUAwIfzCU,Aaron Smith;Lauren Ritchie,Chords,Chords - Aaron Smith Live Bass Mix,18,428086,False,0.761,0.666,6,-4.388,1,0.0469,0.00038,0.0638,0.032,0.852,126.992,4,chicago-house,chords - aaron smith live bass mix,aaron smith;lauren ritchie,,,0
3ylER3O8efY7RdeZHZuexW,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,I'll Take You There,I'll Take You There - Director's Cut Classic Signature Radio Version,41,255259,False,0.688,0.865,5,-8.77,0,0.0341,0.0111,0.491,0.226,0.439,125.01,4,chicago-house,i'll take you there - director's cut classic signature radio version,frankie knuckles;director's cut;eric kupper;jamie principle,,,0
1625ER4xx3r4P8kBcOCVPY,The Nightwriters,Frankie Knuckles Presents: His Greatest Hits from Trax Records,Let The Music Use You,38,477333,False,0.656,0.899,1,-5.095,1,0.0303,0.00201,0.0969,0.0991,0.544,124.451,4,chicago-house,let the music use you,the nightwriters,,,0
4vP5AQEH20l7zXfkdMCtzX,Barbara Tucker;Obskür,Beautiful People (Obskür Remix),Beautiful People - Obskür Remix,48,333771,False,0.832,0.677,11,-8.78,0,0.105,0.00338,0.0153,0.0494,0.384,128.017,4,chicago-house,beautiful people - obskür remix,barbara tucker;obskür,,,0
6JKxHuasmtx1gpUcysUOwc,Mark Farina;Homero Espinosa,We Got It,We Got It,10,228186,False,0.911,0.883,7,-6.51,1,0.216,0.00774,0.00955,0.0757,0.728,121.972,4,chicago-house,we got it,mark farina;homero espinosa,,,0
6IO6Bej5U0Qqh7zoUTTtdm,Kenny Larkin,Metaphor (Expanded Edition),Loop 2,11,268600,False,0.665,0.87,6,-12.887,0,0.0517,0.00429,0.259,0.0781,0.369,135.018,4,chicago-house,loop 2,kenny larkin,,,0
6htrL1rtrtk5KLKodG4bP1,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Alan Dixon,Your Love (Alan Dixon 'Love Attack' Remix),Your Love - Alan Dixon 'Love Attack' Remix,12,240000,False,0.6,0.857,4,-6.635,0,0.036,0.013,0.624,0.088,0.385,126.019,4,chicago-house,your love - alan dixon 'love attack' remix,frankie knuckles;director's cut;eric kupper;jamie principle;alan dixon,,,0
1F6wGAJ1YViWYJfCc69iyP,Marshall Jefferson;Noosa Heads;Timewriter,Mushrooms,Mushrooms - Timewriter Mix,10,437387,False,0.805,0.302,4,-17.02,0,0.0994,0.00568,0.829,0.0808,0.615,129.003,4,chicago-house,mushrooms - timewriter mix,marshall jefferson;noosa heads;timewriter,,,0
1fjEqgLOazxk7zM6cgVwFU,Robert Hood,EPM20 - EP1,Shadows,12,322359,False,0.621,0.861,1,-9.576,1,0.0439,0.000182,0.9,0.113,0.484,127.925,4,chicago-house,shadows,robert hood,,,0
3XyIbSdMnBv3nCbnqVjH3C,Robert Hood,Mirror Man,7 Mile Dog,11,281933,False,0.747,0.676,7,-6.941,1,0.055,0.000368,0.933,0.108,0.0373,132.07,4,chicago-house,7 mile dog,robert hood,,,0
69jcGkgJWqPOkZobQGKzjG,Fast Eddie;DJ Sneak,Booty Call,Booty Call - Extended Club Mix,11,278360,False,0.835,0.876,1,-7.099,1,0.0814,0.0657,0.15,0.0266,0.344,128.482,4,chicago-house,booty call - extended club mix,fast eddie;dj sneak,,,0
1ZVyGE5qZ1oHIxfaUk0ZYC,Pierre's Pfantasy Club,Mystery Girl (Set Me Free),Mystery Girl (Set Me Free),10,279128,False,0.771,0.934,11,-3.587,1,0.0526,0.00127,0.254,0.06,0.876,123.924,4,chicago-house,mystery girl (set me free),pierre's pfantasy club,,,0
23ZuMqRXsoQO5VhHzdCfj2,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Dimitri From Paris,I'll Take You There,I'll Take You There - Dimitri from Paris Radio Re-Edit,11,264960,False,0.629,0.771,5,-9.379,0,0.0294,0.0125,0.304,0.311,0.192,124.992,4,chicago-house,i'll take you there - dimitri from paris radio re-edit,frankie knuckles;director's cut;eric kupper;jamie principle;dimitri from paris,,,0
5m2MpBfJ0OvpY2ECXwq1di,Romanthony;NiCe7,"Too Long (Remixes, Pt. 2)",Too Long - Nice7 Remix,10,424623,False,0.792,0.858,8,-6.17,1,0.0485,0.000642,0.111,0.0478,0.277,123.001,4,chicago-house,too long - nice7 remix,romanthony;nice7,,,0
2nInsU2uKFifAa5kfc9Ulc,Fast Eddie,Most Wanted,Just Buggin',10,256534,False,0.911,0.82,7,-4.158,1,0.286,0.000972,0.0,0.118,0.71,121.795,4,chicago-house,just buggin',fast eddie,,,0
0F1WBB9UwDUrSDtvJBDh7K,Mark Farina;Homero Espinosa;Kid Enigma;King Kooba,I'm Lovin' It Remixes,I'm Lovin' It - Kooba's Percussive Kapp,11,280336,False,0.782,0.926,2,-6.761,1,0.0428,4.1e-05,0.913,0.086,0.103,119.025,4,chicago-house,i'm lovin' it - kooba's percussive kapp,mark farina;homero espinosa;kid enigma;king kooba,,,0
7d6LFeAUDkppWAEKE8gFQd,Sterling Void,It’s Alright (feat. Paris Brightledge),It’s Alright (feat. Paris Brightledge) - Radio Edit,9,241855,False,0.654,0.857,9,-6.245,0,0.0408,0.0029,0.000844,0.147,0.687,120.331,4,chicago-house,it’s alright (feat. paris brightledge) - radio edit,sterling void,,,0
09q5sjgkIiyE8BvKuXm3FF,Bad Boy Bill;Matthew Anthony,"Legends EP, Vol. 1. Turntablism Part 1",Do What You're Told,10,197317,False,0.839,0.867,0,-10.997,1,0.101,0.00345,0.78,0.0641,0.463,123.05,4,chicago-house,do what you're told,bad boy bill;matthew anthony,,,0
2RCzNdqrE3Pa1Rs2vcxIWw,Roy Davis Jr.;Terry Dexter,Just A Little Bit Of Love,Just A Little Bit of Love - Original Mix,11,291147,False,0.781,0.752,1,-4.586,1,0.0756,0.00254,1.26e-05,0.0579,0.552,119.982,4,chicago-house,just a little bit of love - original mix,roy davis jr.;terry dexter,,,0
3HF4u6oL6Rp1GzXmQarmWy,Romanthony;Hatiras,Let Me Show You Love (Hatiras Remix),Let Me Show You Love - Hatiras Extended Remix,10,390060,False,0.903,0.702,6,-5.893,1,0.117,0.000345,0.0061,0.0267,0.41,124.972,4,chicago-house,let me show you love - hatiras extended remix,romanthony;hatiras,,,0
7GlPB1g9yb8BgpvA6l5V3b,Felix Da Housecat,Sinner Winner,Sinner Winner,12,511999,False,0.779,0.892,9,-7.494,1,0.0867,0.0128,0.0187,0.353,0.236,119.999,4,chicago-house,sinner winner,felix da housecat,,,0
4TpUfodI8h1Icp8vGXceHS,Derrick Carter;Chris Nazuka,A Red Nail Relic,Life Beats,11,306826,False,0.835,0.848,8,-8.282,1,0.0594,0.109,0.87,0.128,0.253,122.906,4,chicago-house,life beats,derrick carter;chris nazuka,,,0
4Wf81peJYLGE3iAnGrq4ku,Pierre's Pfantasy Club;J.R.,Fantasy Girl,Dream Girl - Wet Dream Mix,10,347586,False,0.848,0.769,0,-12.635,1,0.046,0.00309,0.0181,0.0686,0.876,122.397,4,chicago-house,dream girl - wet dream mix,pierre's pfantasy club;j.r.,,,0
6srWGsyvfNmQHUFOW9WWV9,Marshall Jefferson;Josh Butler,"Heroes Of House, Pt.1",In Time - Butler's Dub Mix,10,371963,False,0.809,0.723,11,-8.415,0,0.0765,5.36e-05,0.899,0.337,0.224,124.995,4,chicago-house,in time - butler's dub mix,marshall jefferson;josh butler,,,0
6dkOuMxup0yGf2gbW7sEGG,Marshall Jefferson;Jay C;K'Alexi Shelby;D-Unity,Kiss The Dragon,Kiss The Dragon - D-Unity Remix,10,438569,False,0.604,0.941,7,-6.353,1,0.0634,0.0428,0.209,0.158,0.313,123.008,4,chicago-house,kiss the dragon - d-unity remix,marshall jefferson;jay c;k'alexi shelby;d-unity,,,0
1ghbagE0XyPDcoeuc66pc5,Cajmere;Claude VonStroke,Makeovers,Percolator - Claude VonStroke Must Have Subs Mix,11,472140,False,0.97,0.583,8,-6.992,0,0.0889,0.000868,0.665,0.0534,0.11,125.988,4,chicago-house,percolator - claude vonstroke must have subs mix,cajmere;claude vonstroke,,,0
7fznRTQSjWZOxTtnjUeKdo,Fast Eddie,Most Wanted,Work Your Body,10,299016,False,0.784,0.819,6,-4.107,0,0.0476,3.61e-05,0.0785,0.122,0.444,122.435,4,chicago-house,work your body,fast eddie,,,0
5P8iZDHgfhaJCEQ9Xw5mzC,Fast Eddie,Jack to the Sound,Jack 2 the Sound,10,302903,False,0.811,0.911,0,-9.267,1,0.0821,9.67e-05,0.819,0.0679,0.823,124.206,4,chicago-house,jack 2 the sound,fast eddie,,,0
7haxY9Rabk70Mvj2O5wrtu,Mark Farina;Homero Espinosa,Detour Jazz,Detour Jazz,9,433807,False,0.781,0.712,1,-8.787,0,0.0687,0.0186,0.706,0.0664,0.438,119.507,4,chicago-house,detour jazz,mark farina;homero espinosa,,,0
1EHtT3QtSwJH6TSCslqxTi,"Steve ""Silk"" Hurley;Vernessa Mitchell;Ricky Dillard;New G.","Best Of Silk Entertainment, Vol.1",Higher - Steve Silk Hurley Original 12 Inch,10,412186,False,0.833,0.782,1,-5.742,1,0.039,0.000471,0.0536,0.292,0.744,123.994,4,chicago-house,higher - steve silk hurley original 12 inch,"steve ""silk"" hurley;vernessa mitchell;ricky dillard;new g.",,,0
4vUCHtGTRH3kok4KZMZmWh,Joe Smooth;Irene Michaels,Hush Money,Hush Money (House Rockin' Radio Mix),10,185759,False,0.722,0.673,5,-12.697,1,0.265,0.0736,0.0,0.169,0.695,123.989,4,chicago-house,hush money (house rockin' radio mix),joe smooth;irene michaels,,,0
1J8rzn9xFOeW1tbZkj2i5U,Felix Da Housecat,Devin Dazzle & The Neon Fever,She's So D*mn Cool,11,171600,False,0.769,0.566,5,-9.81,0,0.0348,0.271,0.849,0.235,0.921,120.009,4,chicago-house,she's so d*mn cool,felix da housecat,,,0
5tboJJMb1SbT4URgJhgvV4,Fingers Inc.,Another Side,Music Take Me Up,11,394400,False,0.873,0.636,7,-8.668,1,0.13,0.0959,0.00514,0.0673,0.69,123.635,4,chicago-house,music take me up,fingers inc.,,,0
35LGm4DN9k2R96cQMsndyr,Roy Davis Jr.,About Love (Remixes Part Two),About Love - Pezzner Remix,10,408659,False,0.796,0.485,1,-8.893,0,0.0622,8.02e-05,0.471,0.0737,0.814,124.994,4,chicago-house,about love - pezzner remix,roy davis jr.,,,0
0eEetrf262BbkHOw2LBEuV,Mike Dunn,My House From All Angles,If I Can't Get Down,44,310581,False,0.782,0.669,10,-6.133,0,0.17,0.00184,0.273,0.0461,0.606,125.131,4,chicago-house,if i can't get down,mike dunn,,,0
41dNuO8jldzZ3qLDuHVcSS,Gershon Jackson;Chocolate Puma,Defected Presents The Closing Party Ibiza 2017,Huggin' & A Luvin' - Chocolate Puma Remix,10,289663,False,0.858,0.89,11,-4.363,1,0.0443,0.00113,0.872,0.604,0.816,123.994,4,chicago-house,huggin' & a luvin' - chocolate puma remix,gershon jackson;chocolate puma,,,0
5w8XLAikcQO91s1Rjm1XOO,Mark Farina,Isolated Samples,Big Sexy Shuffle,10,397008,False,0.808,0.636,1,-12.656,1,0.0516,0.00247,0.805,0.113,0.703,125.004,4,chicago-house,big sexy shuffle,mark farina,,,0
5pQUQUi23TTkdNLOQJO8r6,Jesse Saunders,The Greatest Hitz,On & On - Vocal Album Mix,10,469294,False,0.807,0.732,1,-9.957,1,0.0642,0.0016,0.853,0.0562,0.947,121.087,4,chicago-house,on & on - vocal album mix,jesse saunders,,,0
4ZHE5zPsUND9zViXPpAcqo,Felix Da Housecat,Devin Dazzle & The Neon Fever,Neon Human,12,309866,False,0.674,0.936,9,-6.6,1,0.0455,0.00874,0.815,0.263,0.611,124.023,4,chicago-house,neon human,felix da housecat,,,0
2wnfNecjXK1wApNQkXBhlE,Mark Farina,The Red Monster,Cha Cha Cha Cha (Japanese Version) - Remix '92,10,349266,False,0.745,0.88,2,-10.711,1,0.0611,0.0747,0.133,0.352,0.6,134.018,4,chicago-house,cha cha cha cha (japanese version) - remix '92,mark farina,,,0
40qzhvupGghPn1kgdFoksM,Sterling Void;Paris Brightledge;Eric Kupper,Nassau Beach Club Ibiza 2021 (DJ Mix),It's All Right - Eric Kupper Remix [Mixed],10,468050,False,0.665,0.867,0,-5.577,1,0.0287,0.00243,0.0206,0.0873,0.648,118.996,4,chicago-house,it's all right - eric kupper remix [mixed],sterling void;paris brightledge;eric kupper,,,0
1DFJPsansSAqrzbCdZMlGR,Virgo Four;Caribou,DJ-Kicks (Maya Jane Coles) [Mixed Tracks],It's A Crime - Caribou Mix,10,186653,False,0.715,0.859,3,-9.669,1,0.0507,0.0114,0.918,0.074,0.856,124.245,4,chicago-house,it's a crime - caribou mix,virgo four;caribou,,,0
6KgMYcNXeSrPL70Nb9hQV0,Thompson & Lenoir,Can't Stop The House,Can't Stop The House - Basement Mix,11,385785,False,0.808,0.68,1,-13.032,1,0.114,0.000329,0.898,0.128,0.697,122.638,4,chicago-house,can't stop the house - basement mix,thompson & lenoir,,,0
4WTfVbqTAGNMVxNj7fAu8C,Frankie Knuckles;Director's Cut;B.Slade;Sami Dee,The Director's Cut Collection,Get over U - Director's Cut Mix - Sami Dee Edit,12,379097,False,0.772,0.82,1,-7.014,1,0.05,8.95e-05,0.34,0.0468,0.552,126.025,4,chicago-house,get over u - director's cut mix - sami dee edit,frankie knuckles;director's cut;b.slade;sami dee,,,0
3gFme8BdfTtFHxKmuTnSbj,Mark Farina,House of OM (DJ Mix),House of Om - Mark Farina - Continuous Mix,11,4447520,False,0.861,0.805,11,-6.461,0,0.0711,0.00548,0.577,0.135,0.545,129.306,4,chicago-house,house of om - mark farina - continuous mix,mark farina,,,0
6QY2EjJcKTYa32Kf6nFclU,Roy Davis Jr.;Peven Everett,Gabriel,Gabriel - Tamborine Dub,9,433545,False,0.765,0.418,7,-16.782,1,0.0406,0.00517,0.872,0.0672,0.553,129.966,4,chicago-house,gabriel - tamborine dub,roy davis jr.;peven everett,,,0
2AQStlE8K7iMoX0JrKFx3a,Felix Da Housecat,Devin Dazzle & The Neon Fever,Hunting Season,11,250466,False,0.712,0.694,10,-8.761,0,0.0355,0.00317,0.0677,0.0923,0.865,143.802,4,chicago-house,hunting season,felix da housecat,,,0
0EUNbAW0sp5T10uNHitcAu,Felix Da Housecat;Sasha,The Glitz Part Deux Remix Edition,Watching Cars Go By - Sasha Remix,11,713202,False,0.735,0.832,2,-6.198,1,0.0455,0.00394,0.754,0.544,0.224,131.995,4,chicago-house,watching cars go by - sasha remix,felix da housecat;sasha,,,0
7D3MzIYuc0R1U1yDKAkT2U,Frankie Knuckles,Beyond The Mix,Right Thing,11,307466,False,0.726,0.743,6,-11.927,0,0.0333,0.0711,0.000126,0.0491,0.961,118.364,4,chicago-house,right thing,frankie knuckles,,,0
0ThS5yWhEUZIJ5WRojr7R5,Sterling Void,Club Ultra Eternal House,Runaway Girl - Cube's Recovery Mix 2009,10,560692,False,0.674,0.693,11,-10.005,0,0.0395,0.000276,0.936,0.0887,0.302,124.982,4,chicago-house,runaway girl - cube's recovery mix 2009,sterling void,,,0
499H3An7EsRyqUcOGTxzku,Paul Johnson,The Groove I Have LP,Get Get Down - Original Mix,39,551999,False,0.906,0.918,5,-8.041,0,0.0839,0.000146,0.845,0.116,0.51,126.953,4,chicago-house,get get down - original mix,paul johnson,,,0
10QGhgqQm0I2Y9maxrM7T6,"Steve ""Silk"" Hurley",Jack Your Body (S&S Reloaded),Jack Your Body - 1986 Club Mix,41,306231,False,0.803,0.84,1,-7.715,1,0.0852,0.017,0.0936,0.114,0.943,122.543,4,chicago-house,jack your body - 1986 club mix,"steve ""silk"" hurley",,,0
4Y9XI2RRd9w2Ll0fYVBduE,dj funk,Dance Mania: Ghetto Madness,Bitches,10,162120,False,0.981,0.776,11,-7.288,0,0.259,0.0307,5.43e-06,0.185,0.727,128.106,4,chicago-house,bitches,dj funk,,,0
37V4x9ZJcTO1VmTvhHXdJP,Steve Poindexter,Demolition Man,Express,10,312533,False,0.793,0.632,6,-13.029,0,0.0926,0.00114,0.889,0.0869,0.358,131.641,4,chicago-house,express,steve poindexter,,,0
3NOSdRDPhSSfMaOt9KeO16,Paul Johnson,I Can Make You A Big Freak,I Can Make You A Big Freak,10,507987,False,0.844,0.792,1,-6.418,1,0.049,5.16e-06,0.362,0.079,0.46,126.034,4,chicago-house,i can make you a big freak,paul johnson,,,0
6oenLXjwRjPllq4891x9sd,Cajmere;Dajae;Mihalis Safras,Satisfy (Mihalis Safras Remix),Satisfy (Mihalis Safras Remix),11,223004,False,0.822,0.953,1,-6.524,0,0.0679,0.000418,0.664,0.331,0.6,126.0,4,chicago-house,satisfy (mihalis safras remix),cajmere;dajae;mihalis safras,,,0
3tcyWEEU44NDGjjrgldRZo,Ron Trent,Dance Floor Boogie Delites,Never Too Far,11,164840,False,0.669,0.401,2,-11.852,1,0.211,0.336,0.902,0.0823,0.574,175.983,4,chicago-house,never too far,ron trent,,,0
1HGOJztCVG2y55o64k4eZy,Cajmere;Dajae,Satisfy (Tiger Stripes and Pleasurekraft Mix),Satisfy - Tiger Stripes and Pleasurekraft Mix,11,369000,False,0.892,0.879,9,-6.094,0,0.152,0.00366,0.513,0.0452,0.376,126.0,4,chicago-house,satisfy - tiger stripes and pleasurekraft mix,cajmere;dajae,,,0
6KQIqbhpZ1hHjLWlF1DJE7,Fast Eddie,Eddie's Gang / Behind Eddie's Groove,Behind Eddie's Groove,9,431718,False,0.771,0.769,11,-10.529,1,0.0684,0.0029,0.85,0.328,0.425,129.02,4,chicago-house,behind eddie's groove,fast eddie,,,0
7kao8wtgDELLkoMjGPhre7,Paul Johnson,The Music In Me,Y All Stole Them Dances - Original Mix,10,319352,False,0.804,0.851,11,-9.786,0,0.145,0.00101,0.0107,0.261,0.607,132.813,4,chicago-house,y all stole them dances - original mix,paul johnson,,,0
3108sHL4e4FNqLdTldroNq,Glenn Underground,C.V.O. Trance,C.V.O. Trance,10,483557,False,0.704,0.833,4,-8.285,0,0.0805,0.00345,0.903,0.0741,0.961,123.984,4,chicago-house,c.v.o. trance,glenn underground,,,0
1aoNgyDHnqN1O7KNIapQSe,Glenn Underground,Man on Fire,Man on Fire,9,438024,False,0.707,0.86,6,-8.273,1,0.0488,0.0352,0.93,0.247,0.605,123.024,4,chicago-house,man on fire,glenn underground,,,0
2CgYhkV0mcQmBKCGsjDPeI,Armando,100% of Dissin You Remixes,100% of Dissin You - Armando's Dis Mix,10,510293,False,0.835,0.708,7,-9.34,1,0.132,0.00792,0.858,0.317,0.611,127.096,4,chicago-house,100% of dissin you - armando's dis mix,armando,,,0
5qXu86xXvI6f59m0MBjUAh,DJ Sneak;Tripmastaz;Rare Two Inc.,Space Clash EP,Space Clash,10,487619,False,0.765,0.953,5,-6.254,0,0.0587,0.00097,0.867,0.0992,0.559,126.005,4,chicago-house,space clash,dj sneak;tripmastaz;rare two inc.,,,0
3B2BhlLK5ZDlm5hwbaZhIU,Marshall Jefferson;George Smeddles;Paris Brightledge;DEL-30,It’s Alright (DEL-30 Remix),It’s Alright - DEL-30 Remix,10,158511,False,0.661,0.975,9,-5.523,0,0.0481,0.048,0.00927,0.223,0.499,125.919,4,chicago-house,it’s alright - del-30 remix,marshall jefferson;george smeddles;paris brightledge;del-30,,,0
1Uui0Y0JAdtC3kY04KQ5LF,DJ Sneak;Tripmastaz;Rare Two Inc.,Space Clash EP,Ass 9 Hunnit Fitty,9,441904,False,0.881,0.661,10,-7.216,0,0.0972,0.00118,0.883,0.0769,0.205,126.009,4,chicago-house,ass 9 hunnit fitty,dj sneak;tripmastaz;rare two inc.,,,0
09AbeKK96E8eA2m8IITFHP,Ten City,State of Mind,Put Love Where You Want It,9,316840,False,0.624,0.468,8,-15.441,1,0.0996,0.0473,2.19e-05,0.188,0.802,167.91,4,chicago-house,put love where you want it,ten city,,,0
1coKybCd6ZrnjOohWUAdsM,Ron Trent,Dance Floor Boogie Delites,Traveler,10,495818,False,0.687,0.644,4,-12.455,1,0.046,0.101,0.866,0.0601,0.891,118.0,4,chicago-house,traveler,ron trent,,,0
22f03jCe16N1rYJzO9RqWl,Ron Trent,Artifacts From the Future EP,City Beat,9,682666,False,0.804,0.947,2,-8.071,1,0.0488,0.00984,0.889,0.0647,0.666,122.018,4,chicago-house,city beat,ron trent,,,0
0ssZjs8zw60U2p1TR1M9Sc,Ten City,State of Mind,Superficial People,10,274626,False,0.747,0.481,1,-15.525,0,0.0594,0.0153,1.13e-06,0.166,0.731,104.996,4,chicago-house,superficial people,ten city,,,0
6PWDT5ZY8Fz5AZTu9CAeTy,Ron Trent,Primitive Arts,Time,10,453893,False,0.75,0.619,3,-12.241,0,0.0511,0.0266,0.894,0.0269,0.741,120.984,4,chicago-house,time,ron trent,,,0
7vm8skZK5IzINSCzkYeLTS,Paul Johnson,Norman Jay MBE Presents Good Times - Skank & Boogie,Better Than This,11,259417,False,0.791,0.616,0,-11.594,0,0.0605,0.228,0.0682,0.0721,0.874,104.003,4,chicago-house,better than this,paul johnson,,,0
0qAXmTUtBaQsdfUGvT4bIy,Ten City,My Peace of Heaven,My Peace of Heaven - International Mix,9,548706,False,0.731,0.569,11,-13.978,0,0.0538,0.00109,0.0478,0.136,0.78,121.404,4,chicago-house,my peace of heaven - international mix,ten city,,,0
1nS0nyQ29xPUKkaynwqSSI,Armando,100% of Dissin You Remixes,100% of Dissin You - Mike's Original Mix,10,245506,False,0.57,0.889,0,-8.253,1,0.0777,0.00353,0.505,0.0709,0.782,126.261,4,chicago-house,100% of dissin you - mike's original mix,armando,,,0
1lak1dn5uZhhECLny2Gh1u,Ten City,State of Mind,Whatever Makes You Happy,10,286373,False,0.735,0.724,7,-13.796,1,0.0733,0.121,0.000238,0.148,0.817,119.9,4,chicago-house,whatever makes you happy,ten city,,,0
6upcpsjNAYAcovgc7BXFMH,Armando,DJ-Kicks (Nina Kraviz) [DJ Mix],Pleasure Dome - mixed,10,149853,False,0.803,0.862,11,-10.293,1,0.0601,0.0806,0.899,0.152,0.389,126.633,3,chicago-house,pleasure dome - mixed,armando,,,0
0nuqdgFRK6d42Zsv6jg4YV,Cajmere;Sonny Fodera,Too Underground For The Main Stage,CO2 Vapor Remix - Original Mix,10,387898,False,0.811,0.705,9,-8.783,1,0.0847,0.0768,0.833,0.104,0.654,118.997,4,chicago-house,co2 vapor remix - original mix,cajmere;sonny fodera,,,0
6q6OcBuf2f9Z9Pwsl9U6Vm,Armando,One World One Future,World Beat,11,318426,False,0.76,0.446,8,-11.894,0,0.0728,0.0117,0.882,0.0859,0.453,125.056,4,chicago-house,world beat,armando,,,0
39607dkmJGJqwlWsO402tu,"Steve ""Silk"" Hurley;Immaculate Styles;Lisa Shaw;Bad Boy Bill",I Wanna Let You Know (S&S Remixes),I Wanna Let You Know (S&S Remixes) - Steve Silk Hurley S&S Epic Orchestration - Bad Boy Bill Edit,11,360483,False,0.791,0.796,10,-4.17,0,0.0805,0.00151,0.475,0.205,0.896,124.002,4,chicago-house,i wanna let you know (s&s remixes) - steve silk hurley s&s epic orchestration - bad boy bill edit,"steve ""silk"" hurley;immaculate styles;lisa shaw;bad boy bill",,,0
